"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.463989370E1,-1.250999928E0,-1.788999915E0,-9.253999591E-1
1.464989370E1,-1.109300017E0,-1.610000014E0,-1.350399971E0
1.465989370E1,-8.996999860E-1,-1.362200022E0,-1.561199903E0
1.466989370E1,-6.074999571E-1,-1.082000017E0,-1.759099960E0
1.467989370E1,-3.673999906E-1,-8.690999746E-1,-1.813099980E0
1.468989370E1,-2.285999954E-1,-7.918999791E-1,-1.689000010E0
1.469989370E1,-1.844999939E-1,-7.732999921E-1,-1.608500004E0
1.470989213E1,-1.903999895E-1,-7.443999648E-1,-1.464999914E0
1.471989370E1,-2.594999969E-1,-7.347999811E-1,-1.223699927E0
1.472989213E1,-3.213999867E-1,-7.543999553E-1,-1.015200019E0
1.473989213E1,-4.095999897E-1,-7.247999907E-1,-7.357999682E-1
1.474989213E1,-4.091999829E-1,-6.459999681E-1,-3.838000000E-1
1.475989213E1,-3.118000031E-1,-5.083000064E-1,-1.107999980E-1
1.476989370E1,-2.559999824E-1,-3.701999784E-1,1.359999925E-1
1.477989213E1,-1.708000004E-1,-3.304999769E-1,4.593999982E-1
1.478989370E1,-4.869999737E-2,-3.102999926E-1,7.525999546E-1
1.479989370E1,1.228000000E-1,-2.608999908E-1,9.733999968E-1
1.480989370E1,1.876000017E-1,-2.999999821E-1,1.051200032E0
1.481989370E1,1.083000004E-1,-4.078999758E-1,8.871999979E-1
1.482989370E1,-7.559999824E-2,-6.042999625E-1,4.296000004E-1
1.483989213E1,-2.657999992E-1,-7.712999582E-1,3.059999831E-2
1.484989370E1,-4.247999787E-1,-9.873999953E-1,-2.223999947E-1
1.485989370E1,-4.639999866E-1,-1.085899949E0,-3.865999877E-1
1.486989213E1,-4.950999916E-1,-1.154899955E0,-6.466999650E-1
1.487989213E1,-5.848000050E-1,-1.273100019E0,-1.188699961E0
1.488989370E1,-7.527999878E-1,-1.371699929E0,-1.251500010E0
1.489989213E1,-8.648999929E-1,-1.401299953E0,-1.103999972E0
1.490989370E1,-9.103999734E-1,-1.185400009E0,-8.461999893E-1
1.491989370E1,-7.651000023E-1,-7.629999518E-1,-9.897999763E-1
1.492989370E1,-4.860999882E-1,-2.325999886E-1,-1.360499978E0
1.493989370E1,-2.775000036E-1,1.607999951E-1,-1.794899940E0
1.494989370E1,-8.729999512E-2,4.564999938E-1,-1.687699914E0
1.495989213E1,1.541000009E-1,6.739999652E-1,-1.151799917E0
1.496989213E1,3.463000059E-1,8.637999892E-1,-6.940000057E-1
1.497989213E1,6.674999595E-1,1.239399910E0,-2.325999886E-1
1.498989370E1,8.323999643E-1,1.773399949E0,-2.529999986E-2
1.499989370E1,6.298999786E-1,2.171799898E0,2.630000003E-2
1.500989370E1,1.294000000E-1,2.481499910E0,-1.743000001E-1
1.501989213E1,-4.447999895E-1,2.644500017E0,-8.454999924E-1
1.502989370E1,-9.425999522E-1,2.757499933E0,-1.482100010E0
1.503989370E1,-1.225000024E0,2.774499893E0,-1.937599897E0
1.504989370E1,-1.289099932E0,2.743199825E0,-2.275099993E0
1.505989370E1,-1.042400002E0,2.832299948E0,-1.921799898E0
1.506989370E1,-4.948000014E-1,2.891199827E0,-7.500000000E-1
1.507989370E1,1.852999926E-1,2.813199997E0,8.583999872E-1
1.508989370E1,1.127200007E0,2.773699999E0,2.489599943E0
1.509989370E1,2.003499985E0,2.701099873E0,3.785699844E0
1.510989370E1,2.758599997E0,2.606799841E0,4.307600021E0
1.511989213E1,3.027599812E0,2.291899920E0,3.877199888E0
1.512989370E1,3.082599878E0,1.884400010E0,2.471499920E0
1.513989370E1,2.798699856E0,1.346400023E0,4.684000015E-1
1.514989213E1,2.500299931E0,7.779999971E-1,-1.018800020E0
1.515989213E1,2.089499950E0,1.625999957E-1,-1.829999924E0
1.516989213E1,1.587799907E0,-4.750999808E-1,-2.238800049E0
1.517989213E1,1.059399962E0,-1.108999968E0,-2.358399868E0
1.518989213E1,6.024000049E-1,-1.675099969E0,-2.129199982E0
1.519989213E1,3.228999972E-1,-2.163599968E0,-1.784399986E0
1.520989213E1,1.442999989E-1,-2.513200045E0,-1.458299994E0
1.521989213E1,8.129999787E-2,-2.744899988E0,-1.148899913E0
1.522989213E1,2.889999934E-2,-2.896600008E0,-8.485999703E-1
1.523989213E1,1.040000003E-2,-3.029399872E0,-5.066999793E-1
1.524989370E1,9.669999778E-2,-3.004699945E0,-1.072999984E-1
1.525989213E1,1.809999943E-1,-2.969599962E0,3.460000083E-2
1.526989057E1,2.211999893E-1,-2.905200005E0,-7.999999821E-2
1.527989213E1,1.976999938E-1,-2.878899813E0,-4.237999916E-1
1.528989213E1,8.639999479E-2,-2.901099920E0,-7.813999653E-1
1.529989213E1,-7.959999889E-2,-2.912600040E0,-1.094099998E0
1.530989213E1,-1.648000032E-1,-2.835799932E0,-1.327600002E0
1.531989213E1,-1.044999957E-1,-2.601799965E0,-1.377200007E0
1.532989370E1,5.200000014E-3,-2.357499838E0,-1.171800017E0
1.533989213E1,1.489999890E-1,-2.161900043E0,-7.829999924E-1
1.534989213E1,3.075999916E-1,-1.985799909E0,-2.874000072E-1
1.535989213E1,4.712999761E-1,-1.799899936E0,5.169999972E-2
1.536989370E1,6.507999897E-1,-1.633499980E0,3.428999782E-1
1.537989370E1,9.071999788E-1,-1.408100009E0,5.239999890E-1
1.538989213E1,1.100600004E0,-1.192600012E0,5.832999945E-1
1.539989370E1,1.360199928E0,-1.016299963E0,6.383999586E-1
1.540989370E1,1.536099911E0,-8.986999989E-1,7.184000015E-1
1.541989213E1,1.667099953E0,-7.910000086E-1,8.155999780E-1
1.542989213E1,1.735099912E0,-8.106999993E-1,1.062399983E0
1.543989213E1,1.779399991E0,-9.285999537E-1,1.366299987E0
1.544989213E1,1.828299999E0,-9.386999607E-1,1.725199938E0
1.545989213E1,1.743299961E0,-8.801999688E-1,1.984299898E0
1.546989213E1,1.565799952E0,-7.236999869E-1,1.951599956E0
1.547989213E1,1.181399941E0,-5.769999623E-1,1.383099914E0
1.548989213E1,7.877999544E-1,-3.910000026E-1,4.856999815E-1
1.549989213E1,4.968999922E-1,-3.819999844E-2,-5.410999656E-1
1.550989213E1,2.743999958E-1,3.438999951E-1,-1.802799940E0
1.551989213E1,1.000999957E-1,8.438999653E-1,-2.933199883E0
1.552989213E1,-1.083000004E-1,1.324399948E0,-3.840099812E0
1.553989213E1,-1.652999967E-1,1.628399968E0,-4.209000111E0
1.554989370E1,-3.211999834E-1,1.844399929E0,-4.187699795E0
1.555989370E1,-3.306999803E-1,1.884299994E0,-3.368799925E0
1.556989213E1,-3.145999908E-1,1.954299927E0,-2.101399899E0
1.557989213E1,-5.059999973E-2,2.200899839E0,-6.290000081E-1
1.558989213E1,4.096999764E-1,2.683699846E0,4.812999964E-1
1.559989370E1,7.719999552E-1,3.078500032E0,8.130999804E-1
1.560989213E1,1.018299937E0,3.373999834E0,3.646000028E-1
1.561989370E1,9.837999940E-1,3.364499807E0,-7.968999743E-1
1.562989213E1,8.297999501E-1,3.138799906E0,-1.966699958E0
1.563989213E1,5.083999634E-1,2.756199837E0,-2.846899986E0
1.564989213E1,2.272999883E-1,2.344799995E0,-3.400499821E0
1.565989213E1,-1.817999929E-1,1.914999962E0,-3.577699900E0
1.566989213E1,-4.509999752E-1,1.507200003E0,-3.216199875E0
1.567989213E1,-4.969999790E-1,1.130100012E0,-2.068500042E0
1.568989213E1,-4.640999734E-1,7.644999623E-1,-6.760999560E-1
1.569989213E1,-5.067999959E-1,2.902999818E-1,5.509999990E-1
1.570989213E1,-6.818999648E-1,-3.391999900E-1,1.525099993E0
1.571989213E1,-9.526999593E-1,-1.017400026E0,2.121099949E0
1.572989213E1,-1.219900012E0,-1.591899991E0,2.181099892E0
1.573989213E1,-1.410799980E0,-1.911599994E0,1.892300010E0
1.574989213E1,-1.341699958E0,-1.969199896E0,1.665199995E0
1.575989213E1,-1.205799937E0,-1.891599894E0,1.269599915E0
1.576989213E1,-1.147300005E0,-1.816100001E0,5.785999894E-1
1.577989213E1,-1.109099984E0,-1.809899926E0,-2.421999872E-1
1.578989370E1,-1.118700027E0,-1.805599928E0,-9.556999803E-1
1.579989213E1,-1.185099959E0,-1.890699983E0,-1.406899929E0
1.580989213E1,-1.177600026E0,-1.935299993E0,-1.621999979E0
1.581989213E1,-1.092700005E0,-1.969399929E0,-1.759199977E0
1.582989213E1,-1.008100033E0,-1.914699912E0,-1.791700006E0
1.583989213E1,-8.963999748E-1,-1.799699903E0,-1.859399915E0
1.584989370E1,-7.791999578E-1,-1.615799904E0,-1.905499935E0
1.585989213E1,-7.265999913E-1,-1.460600019E0,-2.000999928E0
1.586989213E1,-7.817999721E-1,-1.343899965E0,-2.074599981E0
1.587989213E1,-8.096999526E-1,-1.167599916E0,-1.928299904E0
1.588989213E1,-8.454999924E-1,-9.710999727E-1,-1.595600009E0
1.589989213E1,-8.700000048E-1,-8.035999537E-1,-1.151700020E0
1.590989213E1,-8.323999643E-1,-6.556999683E-1,-6.104999781E-1
1.591989213E1,-7.900999784E-1,-5.270000100E-1,-3.107999861E-1
1.592989213E1,-7.513999939E-1,-3.886999786E-1,1.899999916E-3
1.593989213E1,-7.062000036E-1,-2.791999876E-1,4.728999734E-1
1.594989213E1,-6.958999634E-1,-2.188999951E-1,7.978999615E-1
1.595989213E1,-7.130999565E-1,-1.193999946E-1,8.970999718E-1
1.596989213E1,-7.190999985E-1,-5.909999833E-2,1.006199956E0
1.597989213E1,-7.321999669E-1,-7.759999484E-2,1.051999927E0
1.598989213E1,-8.039000034E-1,-1.451999992E-1,9.603999853E-1
1.599989213E1,-7.480999827E-1,-1.542999893E-1,7.356999516E-1
1.600989213E1,-5.169999599E-1,-1.244999990E-1,3.894999921E-1
1.601989213E1,-3.817999959E-1,-1.835999936E-1,1.300000004E-3
1.602989213E1,-4.284999967E-1,-4.098999798E-1,-4.793999791E-1
1.603989213E1,-6.961999536E-1,-7.148000002E-1,-1.068199992E0
1.604989213E1,-1.007200003E0,-1.000299931E0,-1.490599990E0
1.605989213E1,-1.228799939E0,-1.245899916E0,-1.763899922E0
1.606989213E1,-1.322799921E0,-1.324199915E0,-1.860399961E0
1.607989213E1,-1.267099977E0,-1.215399981E0,-1.826399922E0
1.608989213E1,-1.109799981E0,-9.979999661E-1,-1.642399907E0
1.609989213E1,-8.905999660E-1,-7.015999556E-1,-1.287199974E0
1.610989213E1,-6.365000010E-1,-3.461999893E-1,-7.538999915E-1
1.611989213E1,-2.494999915E-1,1.189999953E-1,-1.202999949E-1
1.612989370E1,2.184999883E-1,7.008000016E-1,2.822999954E-1
1.613989213E1,7.091999650E-1,1.274599910E0,3.112999797E-1
1.614989213E1,1.127200007E0,1.906499982E0,1.129999980E-1
1.615989213E1,1.323699951E0,2.430999994E0,-1.184000000E-1
1.616989213E1,1.262799978E0,2.760099888E0,-4.490000010E-2
1.617989213E1,1.134400010E0,2.882799864E0,2.752999961E-1
1.618989213E1,8.143999577E-1,2.830699921E0,4.430999756E-1
1.619989213E1,4.398999810E-1,2.749199867E0,1.905999929E-1
1.620989213E1,1.534999907E-1,2.560499907E0,-2.710999846E-1
1.621989213E1,-1.061000004E-1,2.320699930E0,-8.994999528E-1
1.622989213E1,-1.965999901E-1,2.168599844E0,-1.460299969E0
1.623989213E1,1.599999960E-3,2.074199915E0,-1.677500010E0
1.624989213E1,4.702999890E-1,1.942099929E0,-1.006500006E0
1.625989213E1,1.166399956E0,1.771600008E0,3.304999769E-1
1.626989213E1,1.634499907E0,1.523699999E0,1.636699915E0
1.627989213E1,1.885699987E0,1.146099925E0,2.329900026E0
1.628989213E1,1.982599974E0,6.287999749E-1,2.303099871E0
1.629989213E1,2.053099871E0,2.563000023E-1,1.674499989E0
1.630989213E1,1.928099990E0,-5.879999697E-2,7.285000086E-1
1.631989213E1,1.677699924E0,-3.958999813E-1,-1.563999951E-1
1.632989213E1,1.471699953E0,-7.712999582E-1,-5.745999813E-1
1.633989213E1,1.279699922E0,-1.128199935E0,-6.948999763E-1
1.634989213E1,1.162899971E0,-1.425199986E0,-6.104999781E-1
1.635989213E1,1.145699978E0,-1.653399944E0,-4.290999770E-1
1.636989213E1,1.110399961E0,-1.842599988E0,-2.651999891E-1
1.637989370E1,9.917999506E-1,-2.041599989E0,-2.712000012E-1
1.638989213E1,8.633999825E-1,-2.330199957E0,-4.208000004E-1
1.639989213E1,6.987999678E-1,-2.628900051E0,-6.656999588E-1
1.640989370E1,5.843999982E-1,-2.800799847E0,-7.448999882E-1
1.641989370E1,5.317999721E-1,-2.902699947E0,-6.911000013E-1
1.642989213E1,5.496000051E-1,-2.915799856E0,-5.848999619E-1
1.643989370E1,5.794000030E-1,-2.957299948E0,-4.612999856E-1
1.644989213E1,6.013999581E-1,-2.979399920E0,-4.052000046E-1
1.645989213E1,6.054999828E-1,-2.952299833E0,-4.319999814E-1
1.646989213E1,7.195999622E-1,-2.875999928E0,-3.725999892E-1
1.647989213E1,8.829999566E-1,-2.700899839E0,-2.937999964E-1
1.648989213E1,1.097000003E0,-2.437299967E0,-3.479000032E-1
1.649989213E1,1.126099944E0,-2.075500011E0,-5.613999963E-1
1.650989213E1,1.242499948E0,-1.752799988E0,-8.439999819E-1
1.651989213E1,1.266699910E0,-1.518899918E0,-1.068400025E0
1.652989213E1,1.336099982E0,-1.313699961E0,-1.041499972E0
1.653989213E1,1.506199956E0,-1.088699937E0,-6.775000095E-1
1.654989213E1,1.599599957E0,-7.454999685E-1,-3.603000045E-1
1.655989213E1,1.728799939E0,-3.039999902E-1,-1.687999964E-1
1.656989213E1,1.837799907E0,1.371999979E-1,-1.899999976E-1
1.657989213E1,2.122299910E0,3.623999953E-1,1.979999989E-2
1.658989213E1,2.050499916E0,5.281999707E-1,-4.449999705E-2
1.659989213E1,2.095599890E0,6.053000093E-1,5.509999767E-2
1.660989213E1,1.994399905E0,6.628999710E-1,2.320999950E-1
1.661989213E1,1.908199906E0,6.711999774E-1,6.624999642E-1
1.662989213E1,1.758099914E0,7.085999846E-1,9.181999564E-1
1.663989370E1,1.425400019E0,8.435999751E-1,4.434999824E-1
1.664989213E1,1.027999997E0,1.076599956E0,-6.728999615E-1
1.665989213E1,6.803999543E-1,1.308899999E0,-1.983099937E0
1.666989213E1,4.138999879E-1,1.452899933E0,-3.170199871E0
1.667989213E1,2.289999872E-1,1.559399962E0,-4.054899693E0
1.668989213E1,7.799999788E-3,1.569399953E0,-4.426399708E0
1.669989213E1,-1.436000019E-1,1.532299995E0,-3.697399855E0
1.670989213E1,-1.898999959E-1,1.300199986E0,-2.390899897E0
1.671989213E1,-1.339000016E-1,1.149799943E0,-8.691999912E-1
1.672989213E1,1.379999984E-2,1.125199914E0,5.717999935E-1
1.673989213E1,2.087999880E-1,1.199299932E0,1.480799913E0
1.674989213E1,3.227999806E-1,1.174700022E0,1.614099979E0
1.675989213E1,2.428999990E-1,1.118099928E0,8.777999878E-1
1.676989370E1,1.579999924E-2,1.139199972E0,-6.162999868E-1
1.677989370E1,-1.158000007E-1,1.278199911E0,-1.876500010E0
1.678989213E1,-2.110999972E-1,1.301899910E0,-2.831499815E0
1.679989213E1,-3.795000017E-1,1.240499973E0,-3.553799868E0
1.680994838E1,-7.019999623E-1,1.126799941E0,-3.728899956E0
1.681989213E1,-9.885999560E-1,8.585999608E-1,-2.961599827E0
1.682989213E1,-1.247200012E0,4.578999877E-1,-1.174399972E0
1.683989213E1,-1.286800027E0,1.092999950E-1,9.878000021E-1
1.684989213E1,-1.536199927E0,-6.740000099E-2,2.516199827E0
1.685989213E1,-1.321299911E0,-2.380999923E-1,3.471499920E0
1.686989213E1,-1.227999926E0,-2.426999956E-1,3.597800016E0
1.687989213E1,-1.203299999E0,-3.234999776E-1,2.876699924E0
1.688989213E1,-1.332299948E0,-3.719999790E-1,1.892799973E0
1.689989213E1,-1.387899995E0,-3.858000040E-1,1.165099978E0
1.690989213E1,-1.503499985E0,-4.905999899E-1,4.598999918E-1
1.691989213E1,-1.686899900E0,-5.085999966E-1,-3.256999850E-1
1.692989213E1,-1.883999944E0,-5.745999813E-1,-1.066499949E0
1.693989213E1,-2.047600031E0,-7.015999556E-1,-1.570099950E0
1.694989213E1,-2.024499893E0,-7.325999737E-1,-1.914299965E0
1.695989213E1,-1.952899933E0,-7.325999737E-1,-2.058199883E0
1.696989213E1,-1.488199949E0,-6.055999994E-1,-2.205999851E0
1.697989213E1,-1.040400028E0,-4.083999991E-1,-2.389099836E0
1.698989213E1,-7.439000010E-1,-2.918999791E-1,-2.436599970E0
1.699989213E1,-4.955999851E-1,-2.924000025E-1,-2.424399853E0
1.700989213E1,-3.106999993E-1,-2.913999856E-1,-2.339099884E0
1.701989213E1,-1.352999955E-1,-2.795999944E-1,-2.177399874E0
1.702989213E1,-9.719999880E-2,-1.854999959E-1,-2.082299948E0
1.703989213E1,-2.617000043E-1,-1.872999966E-1,-2.005499840E0
1.704989213E1,-6.378999949E-1,-3.441999853E-1,-1.837499976E0
1.705989213E1,-9.962999821E-1,-4.800999761E-1,-1.466599941E0
1.706989213E1,-1.280499935E0,-5.848000050E-1,-9.807999730E-1
1.707989213E1,-1.497499943E0,-7.584999800E-1,-5.317999721E-1
1.708989213E1,-1.550899982E0,-8.147000074E-1,-1.872999966E-1
1.709989213E1,-1.394099951E0,-7.735999823E-1,-1.108999997E-1
1.710989213E1,-1.075600028E0,-6.844999790E-1,-3.669999912E-2
1.711989213E1,-7.502999902E-1,-6.941999793E-1,1.022999957E-1
1.712989213E1,-5.410000086E-1,-8.317999840E-1,2.829999924E-1
1.713989213E1,-3.809999824E-1,-1.008999944E0,5.347999930E-1
1.714989213E1,-1.425999999E-1,-1.108099937E0,8.968999982E-1
1.715989213E1,5.869999900E-2,-1.227100015E0,9.849999547E-1
1.716989213E1,9.629999846E-2,-1.395699978E0,8.118000031E-1
1.717989213E1,1.919999905E-2,-1.554799914E0,5.805000067E-1
1.718989213E1,-9.369999915E-2,-1.685599923E0,2.378999889E-1
1.719989213E1,-3.024999797E-1,-1.787199974E0,-4.380000010E-2
1.720989213E1,-4.423999786E-1,-1.732100010E0,-3.053999841E-1
1.721989213E1,-4.843999743E-1,-1.510800004E0,-7.874999642E-1
1.722989213E1,-5.702999830E-1,-1.082800031E0,-1.509099960E0
1.723989213E1,-7.084000111E-1,-7.918999791E-1,-2.406299829E0
1.724989213E1,-7.907999754E-1,-5.097000003E-1,-3.075099945E0
1.725989213E1,-5.652999878E-1,-1.186999977E-1,-3.267599821E0
1.726989213E1,-1.022999957E-1,4.706999958E-1,-2.661399841E0
1.727989213E1,3.639999926E-1,1.002699971E0,-1.742399931E0
1.728989213E1,9.792999625E-1,1.439700007E0,-7.249999642E-1
1.729989213E1,1.628499985E0,1.818099976E0,5.454999804E-1
1.730989213E1,2.281699896E0,2.177399874E0,1.684000015E0
1.731989213E1,2.864699841E0,2.556399822E0,2.231299877E0
1.732989213E1,3.028100014E0,2.825999975E0,2.118200064E0
1.733989213E1,2.965799809E0,2.772899866E0,1.326900005E0
1.734989213E1,2.430799961E0,2.583799839E0,2.649999857E-1
1.735989213E1,1.871099949E0,2.267299891E0,-6.668999791E-1
1.736989213E1,1.299000025E0,1.864299893E0,-1.066699982E0
1.737989213E1,7.759000063E-1,1.413699985E0,-1.175599933E0
1.738989213E1,3.902999759E-1,9.323999882E-1,-9.362999797E-1
1.739989213E1,2.763999999E-1,5.612999797E-1,-6.570999622E-1
1.740989213E1,5.252000093E-1,3.858000040E-1,-2.915999889E-1
1.741989370E1,1.037799954E0,4.365999997E-1,1.424999982E-1
1.742989213E1,1.766299963E0,5.619999766E-1,6.859999895E-1
1.743989213E1,2.461599827E0,6.457999945E-1,1.086199999E0
1.744989213E1,2.942099810E0,6.575999856E-1,1.060899973E0
1.745989213E1,3.130899906E0,6.089000106E-1,7.997999787E-1
1.746989213E1,3.131500006E0,4.113000035E-1,4.495999813E-1
1.747989213E1,3.012799978E0,1.843999922E-1,2.926000059E-1
1.748989213E1,2.823699951E0,-9.179999679E-2,3.145000041E-1
1.749989213E1,2.634299994E0,-3.579999804E-1,3.726999760E-1
1.750989213E1,2.439399958E0,-5.465999842E-1,7.149999589E-2
1.751989213E1,2.178599834E0,-7.367999554E-1,-4.382999837E-1
1.752989213E1,1.998199940E0,-8.978999853E-1,-8.780999780E-1
1.753989213E1,1.856399894E0,-9.828999639E-1,-1.208299994E0
1.754989213E1,1.832299948E0,-1.029199958E0,-1.377699971E0
1.755989213E1,1.700999975E0,-1.097000003E0,-1.487999916E0
1.756989213E1,1.602100015E0,-1.133800030E0,-1.606099963E0
1.757989213E1,1.525599957E0,-1.160200000E0,-1.648899913E0
1.758989213E1,1.431299925E0,-1.154999971E0,-1.418699980E0
1.759989213E1,1.350399971E0,-1.130499959E0,-1.246599913E0
1.760989213E1,1.320099950E0,-1.046299934E0,-9.023000002E-1
1.761989213E1,1.244099975E0,-1.040899992E0,-6.150999665E-1
1.762989213E1,1.138000011E0,-1.064199924E0,-3.613999784E-1
1.763989213E1,9.933999777E-1,-1.136600018E0,-1.856999993E-1
1.764989213E1,8.194999695E-1,-1.208799958E0,-1.967999935E-1
1.765989213E1,6.615999937E-1,-1.221199989E0,-1.709999889E-2
1.766989213E1,7.495999932E-1,-1.155599952E0,2.540000081E-1
1.767989213E1,8.698999882E-1,-9.808999896E-1,2.450999916E-1
1.768989213E1,1.045499921E0,-7.778999805E-1,2.141999900E-1
1.769989213E1,1.267099977E0,-6.628999710E-1,2.902999818E-1
1.770989213E1,1.428300023E0,-6.067999601E-1,3.577999771E-1
1.771989213E1,1.491199970E0,-6.390999556E-1,3.770999908E-1
1.772989213E1,1.546100020E0,-6.413999796E-1,3.238999844E-1
1.773989213E1,1.610700011E0,-6.735000014E-1,2.636999786E-1
1.774989213E1,1.598500013E0,-7.838999629E-1,1.728999913E-1
1.775989213E1,1.471099973E0,-9.042999744E-1,-1.469999924E-2
1.776989213E1,1.267400026E0,-1.102399945E0,-3.150000051E-2
1.777989213E1,1.055500031E0,-1.241199970E0,3.639999777E-2
1.778989213E1,8.626999855E-1,-1.369599938E0,2.199999988E-3
1.779989213E1,7.578999996E-1,-1.360399961E0,2.569999918E-2
1.780989213E1,6.606000066E-1,-1.233399987E0,1.269000024E-1
1.781989213E1,5.516999960E-1,-1.126199961E0,2.003999949E-1
1.782989213E1,3.630000055E-1,-9.210999608E-1,1.967999935E-1
1.783989213E1,1.826999933E-1,-7.945999503E-1,1.453000009E-1
1.784989213E1,4.989999905E-2,-5.697999597E-1,3.386999965E-1
1.785989213E1,1.521999985E-1,-4.526999891E-1,4.317999780E-1
1.786989213E1,6.639999896E-2,-2.178999931E-1,3.693999946E-1
1.787989213E1,6.109999865E-2,-1.005999967E-1,9.889999777E-2
1.788989213E1,-9.349999577E-2,3.599999845E-2,-2.671000063E-1
1.789989213E1,-1.705999970E-1,2.612999976E-1,-5.080000162E-1
1.790989213E1,-1.815000027E-1,5.554999709E-1,-7.402999997E-1
1.791989213E1,-1.256999969E-1,9.185999632E-1,-1.032799959E0
1.792989213E1,-9.749999642E-2,1.183899999E0,-1.238600016E0
1.793989213E1,-6.209999695E-2,1.351599932E0,-1.133199930E0
1.794989213E1,-1.143999994E-1,1.480399966E0,-7.658999562E-1
1.795989213E1,-1.973000020E-1,1.531399965E0,-4.025999904E-1
1.796989213E1,-2.955999970E-1,1.552799940E0,-1.664000005E-1
1.797989213E1,-3.226999938E-1,1.672500014E0,-2.556999922E-1
1.798989213E1,-4.239999950E-1,1.742799997E0,-6.588000059E-1
1.799989213E1,-5.895000100E-1,1.667099953E0,-1.374199986E0
1.800989213E1,-7.604999542E-1,1.612399936E0,-1.786099911E0
1.801989213E1,-8.382999897E-1,1.551299930E0,-1.838699937E0
1.802989213E1,-8.473999500E-1,1.511099935E0,-1.416700006E0
1.803989370E1,-8.173999786E-1,1.404399991E0,-4.555999935E-1
1.804989213E1,-6.631000042E-1,1.279399991E0,9.327999949E-1
1.805989213E1,-4.648000002E-1,1.063499928E0,2.104599953E0
1.806989213E1,-1.243999973E-1,9.384999871E-1,3.020399809E0
1.807989213E1,1.941999942E-1,7.082999945E-1,3.279099941E0
1.808989213E1,2.446999997E-1,3.667999804E-1,2.664000034E0
1.809989213E1,1.591999978E-1,-2.889999934E-2,1.389799953E0
1.810989213E1,-6.000000052E-3,-3.498999774E-1,1.055999994E-1
1.811989213E1,-1.440999955E-1,-5.550000072E-1,-7.842999697E-1
1.812989213E1,-2.723999918E-1,-6.902999878E-1,-1.492699981E0
1.813989213E1,-4.247999787E-1,-8.279999495E-1,-2.184700012E0
1.814989213E1,-5.324000120E-1,-9.860999584E-1,-2.524399996E0
1.815989213E1,-8.583999872E-1,-1.104399920E0,-2.783900023E0
1.816989213E1,-1.018100023E0,-1.270200014E0,-3.108999968E0
1.817989213E1,-1.063899994E0,-1.297500014E0,-3.348500013E0
1.818989213E1,-1.068099976E0,-1.214200020E0,-3.350799799E0
1.819989213E1,-9.826999903E-1,-1.130599976E0,-2.986399889E0
1.820989213E1,-8.588999510E-1,-1.045300007E0,-2.455299854E0
1.821989213E1,-7.012000084E-1,-8.804000020E-1,-1.878399968E0
1.822989213E1,-6.617000103E-1,-7.533999681E-1,-1.532999992E0
1.823989213E1,-7.648999691E-1,-6.645999551E-1,-1.334399939E0
1.824989213E1,-8.840000033E-1,-5.749999881E-1,-1.027599931E0
1.825989213E1,-9.679999948E-1,-4.750999808E-1,-4.925999939E-1
1.826989213E1,-9.709999561E-1,-3.931999803E-1,6.399999559E-2
1.827989213E1,-9.572999477E-1,-3.910000026E-1,5.371999741E-1
1.828989213E1,-8.798999786E-1,-3.491999805E-1,8.551999927E-1
1.829989213E1,-7.105999589E-1,-2.485999912E-1,9.720999599E-1
1.830989213E1,-4.986999929E-1,-6.049999967E-2,9.368999600E-1
1.831989213E1,-3.053999841E-1,3.869999945E-2,7.486000061E-1
1.832989213E1,-1.834999919E-1,1.078999937E-1,3.740999997E-1
1.833989213E1,-1.196999997E-1,1.083000004E-1,4.979999736E-2
1.834989213E1,-9.059999883E-2,4.959999770E-2,-1.290999949E-1
1.835989213E1,-1.119999960E-1,-5.829999968E-2,-2.245999873E-1
1.836989213E1,-2.442999929E-1,-2.449999899E-1,-3.434000015E-1
1.837989370E1,-4.495999813E-1,-4.219999909E-1,-3.385999799E-1
1.838989213E1,-6.509000063E-1,-6.872999668E-1,-4.251999855E-1
1.839989370E1,-8.539999723E-1,-8.641999960E-1,-5.108999610E-1
1.840989213E1,-9.082999825E-1,-9.625999928E-1,-5.881999731E-1
1.841989213E1,-9.239999652E-1,-1.041299939E0,-6.064999700E-1
1.842989213E1,-8.470999599E-1,-9.923999906E-1,-5.335000157E-1
1.843989213E1,-7.236999869E-1,-9.041000009E-1,-3.809999824E-1
1.844989213E1,-5.526999831E-1,-7.569999695E-1,-1.197999939E-1
1.845989213E1,-4.708999991E-1,-6.000999808E-1,2.017000020E-1
1.846989213E1,-4.150999784E-1,-4.535000026E-1,3.668999970E-1
1.847989213E1,-3.402999938E-1,-2.970999777E-1,5.335999727E-1
1.848989213E1,-1.828999966E-1,-1.118999943E-1,7.210999727E-1
1.849989682E1,-2.999999933E-2,3.309999779E-2,8.140999675E-1
1.850989213E1,-2.309999987E-2,6.979999691E-2,9.014999866E-1
1.851989213E1,6.799999624E-3,6.629999727E-2,9.845999479E-1
1.852989213E1,3.529999778E-2,3.899999894E-3,8.634999990E-1
1.853989213E1,1.394999921E-1,-2.060000040E-2,5.546000004E-1
1.854989213E1,1.475999951E-1,-2.589999884E-2,2.089999914E-1
1.855989213E1,1.088999957E-1,-8.039999753E-2,-1.942999959E-1
