"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.995298921E2,-5.799999833E-2,1.607999951E-1,3.919499874E0
1.995398921E2,3.296999931E-1,-6.260000169E-2,5.048199654E0
1.995498921E2,8.402000070E-1,-1.488000005E-1,5.271699905E0
1.995598921E2,1.240700006E0,-1.958999932E-1,4.190099716E0
1.995698921E2,1.408399940E0,-2.824999988E-1,2.165499926E0
1.995798921E2,1.463499904E0,-4.281999767E-1,2.533999979E-1
1.995898921E2,1.421599984E0,-6.711999774E-1,-9.487999678E-1
1.995998921E2,1.373399973E0,-9.129999876E-1,-1.779799938E0
1.996098921E2,1.306699991E0,-1.164399981E0,-2.115399837E0
1.996198921E2,1.302199960E0,-1.365800023E0,-1.443099976E0
1.996298921E2,1.253399968E0,-1.654699922E0,-5.238999724E-1
1.996398921E2,1.126500010E0,-2.062099934E0,3.939999938E-1
1.996498921E2,1.047799945E0,-2.429199934E0,1.027699947E0
1.996598921E2,1.011299968E0,-2.678799868E0,1.205099940E0
1.996698921E2,9.060999751E-1,-2.879099846E0,9.996999502E-1
1.996798921E2,7.770999670E-1,-3.140100002E0,7.434999943E-1
1.996898921E2,6.602999568E-1,-3.392699957E0,3.423999846E-1
1.996998921E2,5.059999824E-1,-3.607399940E0,-2.714999914E-1
1.997098921E2,3.244999945E-1,-3.725099802E0,-9.843999743E-1
1.997198921E2,3.567000031E-1,-3.676899910E0,-1.394199967E0
1.997298921E2,4.010999799E-1,-3.501099825E0,-1.443399906E0
1.997398921E2,4.256999791E-1,-3.394799948E0,-1.494499922E0
1.997498921E2,4.147999883E-1,-3.210099936E0,-1.516600013E0
1.997598921E2,4.957000017E-1,-2.849099874E0,-1.391499996E0
1.997698921E2,3.267999887E-1,-2.556999922E0,-1.237999916E0
1.997798921E2,-4.429999739E-2,-2.333199978E0,-1.245499969E0
1.997898921E2,-2.809999883E-1,-1.972700000E0,-1.319899917E0
1.997998921E2,-4.481000006E-1,-1.533599973E0,-1.307299972E0
1.998098921E2,-5.246999860E-1,-1.036100030E0,-1.191900015E0
1.998198921E2,-5.399000049E-1,-4.307999909E-1,-1.306800008E0
1.998298921E2,-4.135999978E-1,2.815999985E-1,-1.203699946E0
1.998398921E2,-2.339999974E-1,8.568999767E-1,-7.938999534E-1
1.998498921E2,-1.546999961E-1,1.391799927E0,-6.779999733E-1
1.998598921E2,-2.328999937E-1,1.857999921E0,-6.940000057E-1
1.998698921E2,-1.922999918E-1,2.235800028E0,-4.379999936E-1
1.998798921E2,-1.118000001E-1,2.576099873E0,3.039999865E-2
1.998898921E2,-9.999999311E-4,2.750499964E0,6.843000054E-1
1.998998921E2,1.583999991E-1,3.150799990E0,1.373199940E0
1.999098921E2,3.849999905E-1,3.463199854E0,2.520200014E0
1.999198921E2,4.144999981E-1,3.411499977E0,3.080799818E0
1.999298921E2,-1.750000007E-2,3.065999985E0,1.767799973E0
1.999398921E2,-5.220999718E-1,2.886799812E0,-5.558999777E-1
1.999498921E2,-9.574999809E-1,3.012499809E0,-2.206300020E0
1.999598921E2,-1.683699965E0,3.052099943E0,-3.590999842E0
1.999698921E2,-1.634199977E0,3.190999985E0,-5.574800014E0
1.999798921E2,-1.398699999E0,3.497099876E0,-6.332099915E0
1.999898921E2,-7.422999740E-1,3.695400000E0,-5.212199688E0
1.999998921E2,3.499999875E-3,3.617899895E0,-3.124199867E0
2.000098921E2,2.366999984E-1,2.979899883E0,-6.212999821E-1
2.000198921E2,2.351000011E-1,2.143899918E0,1.614899993E0
2.000298921E2,1.307999939E-1,1.523399949E0,3.607800007E0
2.000398921E2,-1.847999990E-1,1.040199995E0,4.954099655E0
2.000498921E2,-7.912999988E-1,5.383999944E-1,5.289199829E0
2.000598921E2,-1.422699928E0,3.720000014E-2,4.433799744E0
2.000698921E2,-1.802599907E0,-4.825999737E-1,3.160099983E0
2.000798921E2,-1.831399918E0,-1.031099916E0,2.125999928E0
2.000898921E2,-1.568399906E0,-1.470299959E0,1.381699920E0
2.000998921E2,-1.171800017E0,-1.840199947E0,8.851000071E-1
2.001098921E2,-5.514999628E-1,-2.052299976E0,6.912999749E-1
2.001198921E2,-1.044999957E-1,-2.322399855E0,4.179999828E-1
2.001298921E2,1.321000010E-1,-2.651499987E0,2.245000005E-1
2.001398921E2,3.068999946E-1,-2.948099852E0,6.509999931E-2
2.001498921E2,2.811999917E-1,-3.099200010E0,-1.076999977E-1
2.001598921E2,4.500999749E-1,-3.226599932E0,-1.992999911E-1
2.001698921E2,3.046999872E-1,-3.168699980E0,2.369999886E-1
2.001798921E2,2.408999950E-1,-3.306999922E0,7.975999713E-1
2.001898921E2,-3.099999856E-3,-3.163100004E0,1.019500017E0
2.001998921E2,-5.099999718E-3,-2.891199827E0,5.148999691E-1
2.002098921E2,-1.207999960E-1,-2.708600044E0,-6.790000200E-2
2.002198921E2,-4.179999828E-1,-2.741400003E0,-3.404999971E-1
2.002298921E2,-7.367999554E-1,-2.716899872E0,-3.190999925E-1
2.002398921E2,-8.682000041E-1,-2.604599953E0,-3.326999843E-1
2.002498921E2,-8.642999530E-1,-2.306900024E0,-4.843999743E-1
2.002598921E2,-6.951999664E-1,-1.844299912E0,-7.677999735E-1
2.002698921E2,-3.949999809E-1,-1.245299935E0,-7.364000082E-1
2.002798921E2,-2.556999922E-1,-8.341999650E-1,-7.062999606E-1
2.002898921E2,-2.010999918E-1,-4.736999869E-1,-5.584999919E-1
2.002998921E2,-3.159999847E-2,-1.244999990E-1,-2.847999930E-1
2.003098921E2,8.699999750E-2,1.263999939E-1,2.809000015E-1
2.003198921E2,2.531999946E-1,3.470999897E-1,5.449999571E-1
2.003298921E2,1.678999960E-1,5.191999674E-1,3.833999932E-1
2.003398921E2,1.256999969E-1,6.405000091E-1,-7.379999757E-2
2.003498921E2,-4.769999906E-2,6.632999778E-1,-6.466000080E-1
2.003598921E2,-3.260000050E-1,6.078000069E-1,-1.002599955E0
2.003698921E2,-4.393000007E-1,6.104999781E-1,-1.029199958E0
2.003798921E2,-2.425999939E-1,8.406999707E-1,-9.971999526E-1
2.003898921E2,-2.278999984E-1,1.062199950E0,-8.912999630E-1
2.003998921E2,-2.057999969E-1,1.245899916E0,-5.006999969E-1
2.004098937E2,2.850000001E-2,1.616199970E0,5.361999869E-1
2.004198921E2,4.887999892E-1,1.977199912E0,1.827600002E0
2.004298921E2,7.714999914E-1,2.348599911E0,2.304100037E0
2.004398921E2,9.660999775E-1,2.571300030E0,1.635899901E0
2.004498921E2,1.167099953E0,2.892199993E0,5.393999815E-1
2.004598921E2,1.328299999E0,3.154299974E0,-3.687999845E-1
2.004698921E2,1.211499929E0,3.063699961E0,-1.616299987E0
2.004798921E2,8.985999823E-1,2.964399815E0,-2.599699974E0
2.004898921E2,4.105999768E-1,2.631000042E0,-2.695799828E0
2.004998921E2,1.553999931E-1,2.221199989E0,-1.509899974E0
2.005098921E2,1.601999998E-1,1.883199930E0,6.960000098E-2
2.005198921E2,2.730000019E-1,1.683099985E0,2.171599865E0
2.005298921E2,5.809000134E-1,1.434499979E0,4.004600048E0
2.005398921E2,8.483999968E-1,1.193799973E0,5.364599705E0
2.005498921E2,1.386199951E0,9.233999848E-1,6.126599789E0
2.005598921E2,1.808799982E0,5.137000084E-1,5.567199707E0
2.005698921E2,1.870599985E0,1.026999950E-1,3.592499971E0
2.005798921E2,1.851899981E0,-1.027999967E-1,1.424399972E0
2.005898921E2,1.837700009E0,-3.763999939E-1,-2.307000011E-1
2.005998921E2,1.654899955E0,-8.648999929E-1,-1.299299955E0
2.006098921E2,1.315299988E0,-1.490299940E0,-2.033099890E0
2.006198921E2,8.418999910E-1,-2.074199915E0,-2.534399986E0
2.006298921E2,4.296000004E-1,-2.550899982E0,-2.725199938E0
2.006398921E2,2.687000036E-1,-2.731400013E0,-2.311699867E0
2.006498921E2,2.750999928E-1,-2.723599911E0,-1.359099984E0
2.006598921E2,3.452999890E-1,-2.746700048E0,-1.755999923E-1
2.006698921E2,4.687999785E-1,-2.760499954E0,9.091999531E-1
2.006798921E2,7.217999697E-1,-2.658799887E0,1.685499907E0
2.006898921E2,9.989999533E-1,-2.537799835E0,1.683699965E0
2.006998921E2,1.241599917E0,-2.349699974E0,1.396600008E0
2.007098921E2,1.296100020E0,-2.319799900E0,8.410999775E-1
2.007198921E2,1.164399981E0,-2.448199987E0,3.693999946E-1
2.007298921E2,8.765999675E-1,-2.724499941E0,-1.329999976E-2
2.007398921E2,5.083999634E-1,-3.050599813E0,-3.154999912E-1
2.007498921E2,1.793999970E-1,-3.249300003E0,-7.940999866E-1
2.007598921E2,3.969999775E-2,-3.232999802E0,-1.227699995E0
2.007698921E2,-2.169999853E-2,-3.158699989E0,-1.478299975E0
2.007798921E2,-1.017000005E-1,-2.975199938E0,-1.509599924E0
2.007898921E2,-6.509999931E-2,-2.773099899E0,-1.403299928E0
2.007998921E2,1.217999980E-1,-2.344499826E0,-1.135100007E0
2.008098921E2,4.020999968E-1,-1.719399929E0,-8.863999844E-1
2.008198921E2,4.842000008E-1,-1.104200006E0,-1.125499964E0
2.008298921E2,3.915999830E-1,-6.064000130E-1,-1.612599969E0
2.008398921E2,2.402999997E-1,-1.384999901E-1,-2.026099920E0
2.008498937E2,2.171999961E-1,3.493999839E-1,-2.101099968E0
2.008598937E2,2.135999948E-1,7.300999761E-1,-1.778699994E0
2.008698921E2,6.449999660E-2,1.023499966E0,-1.426599979E0
2.008798937E2,-4.659999907E-2,1.327199936E0,-8.434999585E-1
2.008898921E2,-1.982999891E-1,1.533100009E0,-5.655999780E-1
2.008998921E2,-2.091999948E-1,1.994099975E0,-2.653000057E-1
2.009098921E2,9.549999982E-2,2.612200022E0,3.711999953E-1
2.009198921E2,6.222999692E-1,3.200899839E0,1.399500012E0
2.009298921E2,1.147899985E0,3.798599958E0,2.516999960E0
2.009398921E2,1.299000025E0,4.109799862E0,2.532299995E0
2.009498921E2,7.879999876E-1,3.967199802E0,5.896999836E-1
2.009598921E2,3.364999890E-1,3.873600006E0,-1.851799965E0
2.009698921E2,-1.375000030E-1,3.984099865E0,-3.453999996E0
2.009798921E2,-5.288000107E-1,4.010099888E0,-4.614799976E0
2.009898921E2,-9.206999540E-1,3.830099821E0,-5.271499634E0
2.009998921E2,-1.181999922E0,3.620999813E0,-4.823199749E0
2.010098921E2,-1.143499970E0,3.403399944E0,-2.843499899E0
2.010198921E2,-8.822000027E-1,2.950700045E0,-1.379999965E-1
2.010298921E2,-9.235999584E-1,2.194099903E0,1.651699901E0
2.010398921E2,-1.099200010E0,1.554700017E0,2.706799984E0
2.010498921E2,-1.281099916E0,1.033599973E0,3.437299967E0
2.010598921E2,-1.531000018E0,6.111999750E-1,3.550400019E0
2.010698921E2,-1.936999917E0,1.798999906E-1,3.087399960E0
2.010798921E2,-2.277899981E0,-1.816999912E-1,2.425600052E0
2.010898921E2,-2.440199852E0,-5.819000006E-1,1.910499930E0
2.010998921E2,-2.441099882E0,-1.040499926E0,1.856899977E0
2.011098921E2,-2.135699987E0,-1.389799953E0,2.076599836E0
2.011198921E2,-1.557699919E0,-1.688499928E0,2.111599922E0
2.011298921E2,-1.018000007E0,-1.977799892E0,1.875299931E0
2.011398921E2,-6.492999792E-1,-2.394199848E0,1.503000021E0
2.011498921E2,-3.904999793E-1,-2.878899813E0,1.170199990E0
2.011598921E2,-2.113000005E-1,-3.353499889E0,7.694000006E-1
2.011698921E2,-1.121999994E-1,-3.749499798E0,2.127999961E-1
2.011798921E2,-6.069999933E-2,-3.960199833E0,-3.725000024E-1
2.011898921E2,2.049999870E-2,-3.973099947E0,-7.595999837E-1
2.011998921E2,2.071999907E-1,-3.915499926E0,-7.512999773E-1
2.012098921E2,3.664000034E-1,-3.878899813E0,-5.045999885E-1
2.012198921E2,3.570999801E-1,-3.852599859E0,-5.157999992E-1
2.012298921E2,3.182999790E-1,-3.797499895E0,-8.435999751E-1
2.012398921E2,2.295999974E-1,-3.596899986E0,-1.192999959E0
2.012498921E2,6.679999828E-2,-3.454299927E0,-1.456399918E0
2.012598921E2,-1.609999873E-2,-3.174700022E0,-1.550999999E0
2.012698921E2,-1.846999973E-1,-2.894500017E0,-1.467199922E0
2.012798937E2,-2.101999968E-1,-2.527799845E0,-1.383399963E0
2.012898921E2,-1.100999936E-1,-1.907099962E0,-1.222199917E0
2.012998937E2,1.262999922E-1,-1.120499969E0,-8.474999666E-1
2.013098921E2,3.149999976E-1,-3.450999856E-1,-6.165999770E-1
2.013198921E2,4.132999778E-1,2.324999869E-1,-5.686999559E-1
2.013298921E2,4.233999848E-1,7.116000056E-1,-2.366999984E-1
2.013398921E2,2.867999971E-1,1.178900003E0,1.704999954E-1
2.013498921E2,1.809999943E-1,1.527799964E0,3.495999873E-1
2.013598921E2,2.579999901E-2,1.796599984E0,2.886999846E-1
2.013698921E2,-1.489999983E-2,1.985699892E0,2.830999792E-1
2.013798921E2,4.019999877E-2,2.096999884E0,2.653000057E-1
2.013898921E2,1.247999966E-1,2.157399893E0,2.377000004E-1
2.013998921E2,3.498999774E-1,2.227999926E0,2.547999918E-1
2.014098921E2,5.467000008E-1,2.308300018E0,4.447999895E-1
2.014198937E2,6.581999660E-1,2.410699844E0,7.275999784E-1
2.014298921E2,8.457999825E-1,2.641499996E0,1.377799988E0
2.014398921E2,1.125900030E0,2.803900003E0,2.179100037E0
2.014498921E2,1.305999994E0,2.770299911E0,2.252699852E0
2.014598921E2,1.378499985E0,2.705299854E0,1.651499987E0
2.014698921E2,1.498499990E0,2.766099930E0,7.293999791E-1
2.014798921E2,1.436699986E0,2.799000025E0,-6.218000054E-1
2.014898921E2,1.347999930E0,2.793399811E0,-2.115999937E0
2.014998921E2,1.206099987E0,2.671399832E0,-2.863699913E0
2.015098921E2,9.239999652E-1,2.355099916E0,-2.354199886E0
2.015198921E2,5.773000121E-1,1.912999988E0,-1.045300007E0
2.015298921E2,4.675999880E-1,1.481999993E0,5.968999863E-1
2.015398921E2,4.467999935E-1,9.343999624E-1,2.303999901E0
2.015498921E2,3.817999959E-1,4.860000014E-1,3.268899918E0
2.015598921E2,4.093999863E-1,5.689999834E-2,3.835599899E0
2.015698921E2,5.220000148E-1,-2.052999884E-1,4.143799782E0
2.015798921E2,8.551999927E-1,-2.322999984E-1,3.519199848E0
2.015898921E2,1.182099938E0,-1.226999983E-1,2.140599966E0
2.015998921E2,1.484699965E0,-8.119999617E-2,6.773999929E-1
2.016098921E2,1.588499904E0,-2.254000008E-1,-4.851999879E-1
2.016198921E2,1.725399971E0,-3.676999807E-1,-1.034199953E0
2.016298921E2,1.738699913E0,-6.958999634E-1,-1.260399938E0
2.016398921E2,1.632099986E0,-1.150499940E0,-1.234599948E0
2.016498921E2,1.356400013E0,-1.663399935E0,-1.187799931E0
2.016598921E2,1.020499945E0,-2.148000002E0,-1.084100008E0
2.016698921E2,6.617999673E-1,-2.668999910E0,-8.730999827E-1
2.016798921E2,4.939000010E-1,-3.055699825E0,-6.764000058E-1
2.016898921E2,4.635999799E-1,-3.155400038E0,-5.418999791E-1
2.016998921E2,6.089999676E-1,-3.109400034E0,-2.863999903E-1
2.017098921E2,7.128999829E-1,-3.102999926E0,-1.235999987E-1
2.017198921E2,8.858999610E-1,-3.106899977E0,1.615999937E-1
2.017298921E2,1.026700020E0,-3.034299850E0,2.707000077E-1
2.017398921E2,1.021999955E0,-3.040499926E0,2.345999926E-1
2.017498921E2,9.072999954E-1,-3.126699924E0,1.561999917E-1
2.017598921E2,7.604999542E-1,-3.175099850E0,-4.449999705E-2
2.017698921E2,5.503000021E-1,-3.166100025E0,-2.678999901E-1
2.017798921E2,3.342999816E-1,-3.138700008E0,-4.459999800E-1
2.017898921E2,4.189999774E-2,-3.024199963E0,-6.761999726E-1
2.017998921E2,-1.455999911E-1,-2.801599979E0,-8.463000059E-1
2.018098921E2,-2.560999990E-1,-2.344799995E0,-1.066399932E0
2.018198921E2,-2.032999992E-1,-1.663699985E0,-1.510599971E0
2.018298921E2,-6.589999795E-2,-9.424999952E-1,-1.878699899E0
2.018398921E2,2.283999920E-1,-2.310999930E-1,-2.128200054E0
2.018498921E2,3.111000061E-1,3.134999871E-1,-2.379799843E0
2.018598921E2,3.707000017E-1,7.997999787E-1,-2.315199852E0
2.018698921E2,4.272999763E-1,1.179000020E0,-1.868199944E0
2.018798921E2,3.291999996E-1,1.441599965E0,-1.147199988E0
2.018898921E2,2.230999917E-1,1.615799904E0,-3.437999785E-1
2.018998921E2,8.079999685E-2,1.721399903E0,3.059999943E-1
2.019098921E2,-2.122000009E-1,1.768599987E0,7.882999778E-1
2.019198921E2,-4.657999873E-1,1.845299959E0,9.671999812E-1
2.019298921E2,-5.282999873E-1,2.118599892E0,1.666700006E0
2.019398937E2,-4.384000003E-1,2.480299950E0,2.931299925E0
2.019498937E2,-2.146999985E-1,2.751899958E0,3.574899912E0
2.019598921E2,-3.996999860E-1,2.814899921E0,2.146899939E0
2.019698921E2,-6.592000127E-1,2.942099810E0,-1.378999949E-1
2.019798921E2,-8.492999673E-1,3.089699984E0,-2.231299877E0
2.019898921E2,-1.094499946E0,3.296900034E0,-3.496799946E0
2.019998921E2,-1.263800025E0,3.398000002E0,-4.435599804E0
2.020098921E2,-1.038699985E0,3.511799812E0,-4.463999748E0
2.020198921E2,-4.921999872E-1,3.635999918E0,-3.023099899E0
2.020298921E2,1.530999988E-1,3.605700016E0,-1.026499987E0
2.020398921E2,4.797999859E-1,3.262399912E0,9.343000054E-1
2.020498921E2,4.081999958E-1,2.615900040E0,2.686199903E0
2.020598921E2,-3.299999982E-3,1.960399985E0,3.802500010E0
2.020698921E2,-5.929999948E-1,1.393999934E0,4.064899921E0
2.020798921E2,-1.307999969E0,8.375999928E-1,3.807299852E0
2.020898921E2,-1.841099977E0,3.019999862E-1,3.479799986E0
2.020998921E2,-2.032599926E0,-2.723000050E-1,3.286399841E0
2.021098921E2,-1.942399979E0,-7.773999572E-1,3.211499929E0
2.021198921E2,-1.432899952E0,-1.097399950E0,3.059399843E0
2.021298921E2,-7.039999962E-1,-1.290499926E0,2.614699841E0
2.021398921E2,-1.943999976E-1,-1.621799946E0,1.934099913E0
2.021498921E2,1.316999942E-1,-1.952299953E0,1.426399946E0
2.021598921E2,3.711999953E-1,-2.302099943E0,8.962999582E-1
2.021698921E2,3.564999998E-1,-2.719399929E0,4.456000030E-1
2.021798921E2,1.836999953E-1,-3.107599974E0,1.420999914E-1
2.021898921E2,5.269999802E-2,-3.377599955E0,-8.659999818E-2
2.021998921E2,-5.849999934E-2,-3.549099922E0,-2.001999915E-1
2.022098921E2,-2.373999953E-1,-3.535099983E0,-3.064999878E-1
2.022198921E2,-3.770999908E-1,-3.509799957E0,-6.060999632E-1
2.022298921E2,-4.345999956E-1,-3.477299929E0,-8.672999740E-1
2.022398921E2,-5.112999678E-1,-3.366499901E0,-9.659000039E-1
2.022498921E2,-4.423999786E-1,-3.197499990E0,-9.271999598E-1
2.022598921E2,-3.312000036E-1,-2.912099838E0,-8.892999887E-1
2.022698921E2,-2.500999868E-1,-2.549099922E0,-8.341000080E-1
2.022798921E2,-1.405999959E-1,-2.176899910E0,-5.717999935E-1
2.022898921E2,-6.239999831E-2,-1.825099945E0,-4.869000018E-1
2.022998921E2,-6.469999999E-2,-1.474399924E0,-6.627999544E-1
2.023098921E2,-1.358999908E-1,-1.153800011E0,-9.544999599E-1
2.023198921E2,-2.270999998E-1,-9.424999952E-1,-1.063199997E0
2.023298921E2,-2.397999913E-1,-7.210999727E-1,-8.558999896E-1
2.023398921E2,-3.910999894E-1,-5.393999815E-1,-5.704999566E-1
2.023498921E2,-4.716999829E-1,-3.473999798E-1,-3.195999861E-1
2.023598921E2,-4.357999861E-1,-1.275999993E-1,-3.231000006E-1
2.023698921E2,-3.515000045E-1,6.109999865E-2,-6.082999706E-1
2.023798921E2,-2.667999864E-1,3.014000058E-1,-6.153999567E-1
2.023898921E2,-3.227999806E-1,4.123999774E-1,-5.824999809E-1
2.023998921E2,-3.357999921E-1,5.350999832E-1,-8.170999885E-1
2.024098921E2,-1.937000006E-1,7.468999624E-1,-1.028699994E0
2.024198937E2,-4.519999772E-2,1.067600012E0,-1.052099943E0
2.024298921E2,2.498999983E-1,1.448599935E0,-6.536999941E-1
2.024398921E2,5.539999604E-1,1.947799921E0,2.877999842E-1
2.024498921E2,9.670999646E-1,2.565299988E0,1.668599963E0
2.024598921E2,1.342700005E0,2.946899891E0,2.364099979E0
2.024698921E2,1.683099985E0,3.199699879E0,2.165099859E0
2.024798921E2,1.794999957E0,3.196499825E0,1.591099977E0
2.024898921E2,1.809499979E0,3.154099941E0,9.293999672E-1
2.024998921E2,1.775299907E0,3.150199890E0,1.679999940E-2
2.025098921E2,1.628600001E0,2.989799976E0,-1.322600007E0
2.025198921E2,1.334800005E0,2.721899986E0,-2.208199978E0
2.025298921E2,9.490999579E-1,2.279099941E0,-2.243000031E0
2.025398921E2,6.559999585E-1,1.710099936E0,-1.479099989E0
2.025498921E2,4.503999949E-1,1.201099992E0,-3.315999806E-1
2.025598921E2,3.531999886E-1,8.395999670E-1,5.415999889E-1
2.025698953E2,3.088999987E-1,4.990999997E-1,1.448699951E0
2.025798921E2,6.741999984E-1,3.835999966E-1,2.420699835E0
2.025898921E2,1.151999950E0,2.885999978E-1,2.978099823E0
2.025998921E2,1.643299937E0,1.943999976E-1,2.781299829E0
2.026098921E2,1.999399900E0,1.129999943E-2,1.886599898E0
2.026198921E2,2.111299992E0,-3.182999790E-1,6.850000024E-1
2.026298921E2,2.008599997E0,-8.050999641E-1,-4.111000001E-1
2.026398921E2,1.758399963E0,-1.260800004E0,-1.290199995E0
2.026498921E2,1.453400016E0,-1.607499957E0,-1.787999988E0
2.026598921E2,1.111099958E0,-1.845199943E0,-1.656499982E0
2.026698921E2,9.309999943E-1,-2.119099855E0,-7.216999531E-1
2.026798921E2,7.626999617E-1,-2.442899942E0,4.894999862E-1
2.026898921E2,5.911999941E-1,-2.687599897E0,1.173900008E0
2.026998921E2,5.586999655E-1,-2.757900000E0,1.641699910E0
2.027098921E2,6.833999753E-1,-2.757900000E0,1.899099946E0
2.027198921E2,7.206999660E-1,-2.826299906E0,1.741199970E0
2.027298921E2,6.834999919E-1,-2.948799849E0,1.241099954E0
2.027398921E2,5.744999647E-1,-3.100999832E0,7.405999899E-1
2.027498921E2,5.611000061E-1,-3.226099968E0,2.732999921E-1
2.027598921E2,4.411000013E-1,-3.352499962E0,-1.661999971E-1
2.027698921E2,4.500999749E-1,-3.381699800E0,-5.895000100E-1
2.027798921E2,3.489999771E-1,-3.293900013E0,-1.080999970E0
2.027898921E2,2.545999885E-1,-3.138399839E0,-1.660799980E0
2.027998921E2,2.221999913E-1,-2.875499964E0,-1.855999947E0
2.028098921E2,1.801999956E-1,-2.622999907E0,-1.810400009E0
2.028198921E2,4.829999804E-2,-2.272099972E0,-1.703699946E0
2.028298921E2,-9.919999540E-2,-1.852599978E0,-1.648399949E0
2.028398921E2,-1.442999989E-1,-1.255999923E0,-1.620899916E0
2.028498921E2,-1.102999970E-1,-4.632999897E-1,-1.572799921E0
2.028598921E2,-5.359999835E-2,2.507999837E-1,-1.596099973E0
2.028698921E2,-1.773999929E-1,7.680000067E-1,-1.666799903E0
2.028798921E2,-2.080999911E-1,1.108899951E0,-1.370199919E0
2.028898921E2,-2.143999934E-1,1.410599947E0,-7.634999752E-1
2.028998921E2,-1.974999905E-1,1.849399924E0,-1.490999907E-1
2.029098921E2,-2.883000076E-1,2.072599888E0,2.971999943E-1
2.029198921E2,-5.417000055E-1,2.176300049E0,4.147000015E-1
2.029298921E2,-7.644000053E-1,2.261699915E0,4.897999763E-1
2.029398921E2,-9.633999467E-1,2.415400028E0,7.125999928E-1
2.029498921E2,-8.899999857E-1,2.706499815E0,1.789499998E0
2.029598921E2,-4.583999813E-1,3.057099819E0,3.391899824E0
2.029698921E2,-6.549999863E-2,3.376999855E0,4.180900097E0
2.029798921E2,-1.870999932E-1,3.430799961E0,2.889899969E0
2.029898921E2,-4.117999971E-1,3.382900000E0,-3.049999848E-2
2.029998921E2,-7.091000080E-1,3.520999908E0,-2.203599930E0
2.030098921E2,-9.882999659E-1,3.542899847E0,-3.991699934E0
2.030198921E2,-1.383700013E0,3.369699955E0,-5.033899784E0
2.030298921E2,-1.556800008E0,3.170099974E0,-4.917399883E0
2.030398921E2,-1.275599957E0,3.070199966E0,-3.440099955E0
2.030498921E2,-8.040999770E-1,2.922299862E0,-1.643799901E0
2.030598921E2,-5.893999934E-1,2.519199848E0,7.679999620E-2
2.030698921E2,-5.285999775E-1,1.831399918E0,1.805299997E0
2.030798921E2,-7.635999918E-1,1.143899918E0,3.126299858E0
2.030898921E2,-1.210199952E0,5.444999933E-1,3.483299971E0
2.030998921E2,-1.722599983E0,4.399999976E-2,3.078399897E0
2.031098921E2,-2.133800030E0,-3.868999779E-1,2.563299894E0
2.031198921E2,-2.194099903E0,-7.285000086E-1,2.313099861E0
2.031298921E2,-1.884899974E0,-1.020499945E0,2.330199957E0
2.031398921E2,-1.266899943E0,-1.311200023E0,2.268399954E0
2.031498921E2,-5.799999833E-1,-1.552199960E0,2.153100014E0
2.031598921E2,-1.190999970E-1,-1.732899904E0,1.993399978E0
2.031698921E2,1.934999973E-1,-1.992799997E0,1.590099931E0
2.031798921E2,2.483999878E-1,-2.419299841E0,1.101199985E0
2.031898921E2,2.065999955E-1,-2.826999903E0,7.292000055E-1
2.031998921E2,-3.790000081E-2,-3.154799938E0,2.109999955E-1
2.032098921E2,-2.893999815E-1,-3.325199842E0,-1.555999964E-1
2.032198921E2,-4.165999889E-1,-3.375900030E0,-2.113000005E-1
2.032298921E2,-5.166999698E-1,-3.408099890E0,-2.379999906E-1
2.032398921E2,-5.924000144E-1,-3.391700029E0,-3.226999938E-1
2.032498921E2,-5.748999715E-1,-3.316999912E0,-4.453999996E-1
2.032598921E2,-5.072000027E-1,-3.155499935E0,-5.638999939E-1
2.032698921E2,-5.105999708E-1,-2.972800016E0,-7.337999940E-1
2.032798921E2,-5.623999834E-1,-2.713899851E0,-7.746999860E-1
2.032898921E2,-5.306000113E-1,-2.434900045E0,-8.842999935E-1
2.032998921E2,-5.606999993E-1,-2.076900005E0,-7.879999876E-1
2.033098921E2,-4.750999808E-1,-1.573199987E0,-5.209000111E-1
2.033198921E2,-2.773000002E-1,-1.041100025E0,-1.803999990E-1
2.033298921E2,-1.093999967E-1,-5.403000116E-1,-5.959999934E-2
2.033398921E2,-4.259999841E-2,-1.392000020E-1,9.099999443E-3
2.033498921E2,-1.808999926E-1,1.521999985E-1,1.498999894E-1
2.033598921E2,-3.768000007E-1,2.166000009E-1,3.610000014E-1
2.033698921E2,-6.845999956E-1,2.491999865E-1,2.053999901E-1
2.033798921E2,-8.251000047E-1,3.112999797E-1,-2.929999866E-2
2.033898921E2,-9.531999826E-1,4.415999949E-1,-4.171999991E-1
2.033998921E2,-9.817000031E-1,5.927000046E-1,-6.294999719E-1
2.034098937E2,-9.477999806E-1,8.601999879E-1,-6.750000119E-1
2.034198921E2,-8.154999614E-1,1.077700019E0,-7.971000075E-1
2.034298921E2,-6.056999564E-1,1.336300015E0,-7.777999640E-1
2.034398921E2,-1.747999936E-1,1.703599930E0,-3.093999922E-1
2.034498921E2,1.753999889E-1,1.895099998E0,4.685999751E-1
2.034598921E2,2.606000006E-1,2.018699884E0,1.300400019E0
2.034698921E2,1.978999972E-1,2.172099829E0,1.520099998E0
2.034798921E2,1.401000023E-1,2.326499939E0,1.126399994E0
2.034898937E2,1.986999959E-1,2.510099888E0,5.914999843E-1
2.034998921E2,3.120000064E-1,2.722899914E0,3.285000026E-1
